번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,문화사업자구분명,지역구분명,총층수,주변환경명,제작취급품목내용,보험기관명,건물용도명,지상층수,지하층수,객실수,건축연면적,영문상호명,영문상호주소,선박총톤수,선박척수,선박제원,무대면적,좌석수,기념품종류,회의실별동시수용인원,시설면적,놀이기구수내역,놀이시설수,방송시설유무,발전시설유무,의무실유무,안내소유무,기획여행보험시작일자,기획여행보험종료일자,자본금,보험시작일자,보험종료일자,부대시설내역,시설규모,관광숙박업상세명
2274,관광숙박업,03_11_01_P,4641000,CDFI2260032014000001,2014-02-10,,1,영업/정상,13,영업중,,,,,063-288-7100,,560-060,전북특별자치도 전주시 완산구 고사동 22,전북특별자치도 전주시 완산구 전주객사5길 44-5 (고사동),54999,전주관광호텔,2023-02-08 15:29,I,2024-01-19 1:16,,213070.1225,257828.3153,관광숙박업,,일반상업지역,6,기타,,NH농협,호텔,5,1,31,1987,,Tourism and hospitality,0,0,,0,0,,0,1987.37,,0,,,,,,,1000000000,,,,1987,관광호텔업
2275,관광숙박업,03_11_01_P,4641000,CDFI2260032014000002,2014-07-21,,1,영업/정상,13,영업중,,,,,,,560-021,전북특별자치도 전주시 완산구 경원동1가 33-1,전북특별자치도 전주시 완산구 전동성당길 12-14 (경원동1가),55039,전주호스텔,2023-04-17 8:49,I,2024-01-19 1:16,,213277.8917,257596.2084,관광숙박업,,일반상업지역,7,기타,,동부화재,숙박시설,7,0,34,1269,,Tourism and hospitality,0,0,,0,0,,0,1268.74,,0,,,,,,,0,,,,1269,호스텔업
2276,관광숙박업,03_11_01_P,4641000,CDFI2260032015000001,2015-03-11,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 전주시 완산구 고사동 462-4,"전북특별자치도 전주시 완산구 전주객사2길 28-27 (고사동, 전주영화호텔)",54999,전주영화호텔,2017-11-29 14:02,I,2024-01-19 1:16,,212707.1434,257600.1785,관광숙박업,,일반상업지역,11,기타,,현대해상화재보험,호텔,10,1,71,4492,,Tourism and hospitality,0,0,,0,0,,0,4492.22,,0,,,,,,,0,,,,4492,관광호텔업
2277,관광숙박업,03_11_01_P,4641000,CDFI2260032015000002,2015-03-11,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 전주시 완산구 풍남동1가 20-1,"전북특별자치도 전주시 완산구 동문길 54-23, 갤러리트테이 (풍남동1가)",55039,갤러리 스테이,2020-02-26 19:13,I,2024-01-19 1:16,,213549.0654,257685.2102,관광숙박업,,일반상업지역,4,기타,,,숙박시설,3,1,17,580,,Tourism and hospitality,0,0,,0,0,,0,427.21,,0,,,,,,,0,,,,427,호스텔업
2278,관광숙박업,03_11_01_P,4641000,CDFI2260032015000005,2015-05-20,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 전주시 완산구 경원동3가 39-8,"전북특별자치도 전주시 완산구 현무1길 21-27 (경원동3가, 그린손해보험)",55000,말마니 게스트하우스,2017-11-29 14:11,I,2024-01-19 1:16,,213211.9853,257807.5425,관광숙박업,,일반상업지역,5,기타,,삼성화재,숙박시설,4,1,9,876,,Tourism and hospitality,0,0,,0,0,,0,875.75,,0,,,,,,,0,,,,876,호스텔업
2279,관광숙박업,03_11_01_P,4641000,CDFI2260032015000006,2015-11-24,,1,영업/정상,13,영업중,,,,,063-287-8877,,,전북특별자치도 전주시 완산구 전동 17-1,전북특별자치도 전주시 완산구 팔달로 150-17 (전동),55042,나비잠 한옥호텔,2021-12-21 9:19,I,2024-01-19 1:16,,213358.6268,257348.8667,관광숙박업,,일반상업지역,2,기타,,MG손해보험,호텔,2,0,20,379,,Tourism and hospitality,0,0,,0,0,,0,378.54,,0,,,,,,,0,,,,379,한국전통호텔업
2280,관광숙박업,03_11_01_P,4641000,CDFI2260032018000002,2018-06-28,,1,영업/정상,13,영업중,,,,,6302326000,,,전북특별자치도 전주시 완산구 동서학동 66 외 1필지,전북특별자치도 전주시 완산구 전주천서로 81 (동서학동),55100,엔브릿지호텔,2024-05-14 20:43,U,2024-05-16 2:40,,213702.7927,256655.4001,관광숙박업,,일반주거지역,5,학교정화(상대),,,숙박시설,4,1,32,0,,,0,0,,0,0,,0,1872.54,,0,,,,,,,500000000,,,,1873,관광호텔업
2281,관광숙박업,03_11_01_P,4641000,CDFI2260032018000003,2018-09-18,,1,영업/정상,13,영업중,,,,,632871700,,,전북특별자치도 전주시 완산구 효자동3가 1404-3 그랜드힐스턴컨벤션,"전북특별자치도 전주시 완산구 온고을로 211, 그랜드힐스턴컨벤션 (효자동3가)",54956,그랜드힐스턴호텔,2023-06-30 10:50,I,2024-01-19 1:16,,209051.9571,259825.3121,관광숙박업,,준주거지역,12,결혼예식장주변,,,숙박시설,11,1,100,12161,,,0,0,,0,0,,0,12161.37,,0,,,,,,,500000000,,,,12161,관광호텔업
2282,관광숙박업,03_11_01_P,4641000,CDFI2260032019000001,2019-04-18,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 전주시 덕진구 진북동 341-6 우수장,"전북특별자치도 전주시 덕진구 건산1길 7, 목화호스텔 (진북동)",54929,목화,2024-05-14 20:51,U,2024-05-16 2:40,,212737.4126,258995.0673,관광숙박업,,일반상업지역,4,,,,,4,1,14,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0,호스텔업
2283,관광숙박업,03_11_01_P,4641000,CDFI2260032019000002,2019-11-05,,1,영업/정상,13,영업중,,,,,063-244-6400,,,전북특별자치도 전주시 덕진구 우아동2가 921-3,전북특별자치도 전주시 덕진구 정언신로 186 (우아동2가),55023,써미트스테이,2023-01-27 13:48,I,2024-01-19 1:16,,215612.0376,259081.6581,관광숙박업,,일반상업지역,7,,,,숙박시설,6,1,0,0,,,0,0,,0,0,,0,3997.44,,0,,,,,,,0,,,,3997,관광호텔업
2284,관광숙박업,03_11_01_P,4641000,CDFI2260032020000001,2020-06-11,,1,영업/정상,13,영업중,,,,,063-284-8688,,,전북특별자치도 전주시 완산구 풍남동3가 29-3 늘품호텔,"전북특별자치도 전주시 완산구 기린대로 90, 늘품호텔 (풍남동3가)",55036,늘품호텔,2021-10-21 8:22,I,2024-01-19 1:16,,213933.9685,257469.0034,관광숙박업,,일반주거지역,4,,,,호텔,4,0,0,0,,,0,0,,0,0,,0,813,,0,,,,,,,630000000,,,,813,소형호텔업
2285,관광숙박업,03_11_01_P,4641000,CDFI2260032020000002,2020-09-18,,1,영업/정상,13,영업중,,,,,063-213-0151,,,전북특별자치도 전주시 덕진구 팔복동1가 333-1 더메이호텔,"전북특별자치도 전주시 덕진구 기린대로 800, 더메이호텔 (팔복동1가)",54843,더메이호텔,2023-08-08 20:30,I,2024-01-19 1:16,,208578.7496,262173.7446,관광숙박업,,준공업지역,6,기타,,,호텔,5,1,51,13131,,,0,0,,0,0,,0,13131.38,,0,,,,,,,0,,,,13131,관광호텔업
2286,관광숙박업,03_11_01_P,4641000,CDFI2260032021000001,2021-01-04,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 전주시 완산구 풍남동3가 9-17,전북특별자치도 전주시 완산구 기린대로 76 (풍남동3가),55036,더 정가,2021-01-04 9:25,I,2024-01-19 1:16,,213933.3504,257339.793,관광숙박업,,일반주거지역,4,,,,숙박시설,4,0,8,271,,,0,0,,0,0,,0,270.5,,0,,,,,,,520000000,,,,271,호스텔업
2287,관광숙박업,03_11_01_P,4741000,CDFI2260031990000001,1990-12-10,,1,영업/정상,13,영업중,,,,,,,568-811,전북특별자치도 무주군 설천면 심곡리 산 43-15,전북특별자치도 무주군 설천면 만선로 185,,(주)무주덕유산리조트,2023-11-02 10:58,I,2024-01-19 1:16,,266246.5194,266229.3666,관광숙박업,관광사업,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0,가족호텔업
2288,관광숙박업,03_11_01_P,4741000,CDFI2260031997000002,1997-01-21,,1,영업/정상,13,영업중,,,,,,,568-811,전북특별자치도 무주군 설천면 심곡리 산 43-15,전북특별자치도 무주군 설천면 만선로 185,,(주)무주덕유산리조트,2023-11-01 9:37,I,2024-01-19 1:16,,266246.5194,266229.3666,관광숙박업,관광사업,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0,관광호텔업
2289,관광숙박업,03_11_01_P,4741000,CDFI2260032002000001,2002-02-28,,1,영업/정상,13,영업중,,,,,,,568-821,전북특별자치도 무주군 무풍면 현내리 1125,전북특별자치도 무주군 무풍면 라제통문로 455,55559,일성무주콘도미니엄,2017-11-13 16:02,I,2024-01-19 1:16,,274465.3539,275682.8563,관광숙박업,관광사업,관리지역,8,기타,,,콘도미니엄,7,1,0,0,,,0,0,,0,0,,0,29983,,0,,,,,,,0,,,,29983,휴양콘도미니엄업
2290,관광숙박업,03_11_01_P,4701000,CDFI2260031989000001,1989-05-04,,1,영업/정상,13,영업중,,,,,063-636-7101,,590-100,전북특별자치도 남원시 어현동 37-122,전북특별자치도 남원시 소리길 66 (어현동),55795,이랜드파크 켄싱턴리조트 지리산남원,2024-05-21 9:30,U,2024-05-23 2:40,,234883.5267,211475.5484,관광숙박업,관광사업,,7,기타,,,숙박시설,7,2,139,15632,E-land Park Kensington Resort Jirisan Namwon,TOURIST ACCOMODATIONS          (TOURIST CONDOMINIUMS),0,0,,0,0,,0,1685.28,,0,,,,,,,0,,,,1685,휴양콘도미니엄업
2291,관광숙박업,03_11_01_P,4701000,CDFI2260031989000002,1989-05-04,,1,영업/정상,13,영업중,,,,,063-631-9999,,590-110,전북특별자치도 남원시 신촌동 437,전북특별자치도 남원시 소리길 124 (신촌동),55795,산리지호텔,2020-11-26 10:00,I,2024-01-19 1:16,,235359.9689,211961.1502,관광숙박업,관광사업,근린상업지역,4,기타,,,호텔,3,1,37,3682,,,0,0,,0,0,,0,1191.82,,0,,,,,,,0,,,,1192,가족호텔업
2292,관광숙박업,03_11_01_P,4701000,CDFI2260031995000001,1995-07-13,,1,영업/정상,13,영업중,,,,,626-8080,,,전북특별자치도 남원시 산곡동 15-2 중앙하이츠콘도,"전북특별자치도 남원시 장승안길 2-9, 중앙하이츠콘도 (산곡동)",55730,지리산하이츠콘도,2018-07-31 11:12,I,2024-01-19 1:16,,233864.4852,213448.8988,관광숙박업,,자연녹지지역,12,기타,,,콘도미니엄,10,2,150,15666,,,0,0,,0,0,,0,1472.83,,0,,,,,,,32948736000,,,,1473,휴양콘도미니엄업
2293,관광숙박업,03_11_01_P,4701000,CDFI2260031997000001,1997-08-04,,1,영업/정상,13,영업중,,,,,636-3663,,,전북특별자치도 남원시 산내면 장항리 221 지리산토비스콘도미니엄,"전북특별자치도 남원시 산내면 산내원천길 4-5, 지리산토비스콘도미니엄",55804,지리산 토비스 콘도,2022-05-26 14:49,I,2024-01-19 1:16,,256000.287,212859.7139,관광숙박업,관광사업,준주거지역,10,기타,,,콘도미니엄,9,1,60,4359,JIRISAN TOVICE CONDOMINIUM,TOURIST ACCOMODATIONS (CONDOMINIUM),0,0,,0,0,,0,540.79,,0,,,,,,,0,,,,541,휴양콘도미니엄업
2294,관광숙박업,03_11_01_P,4701000,CDFI2260031998000001,1998-01-09,,1,영업/정상,13,영업중,,,,,063-636-7000,,,전북특별자치도 남원시 산내면 대정리 805-1 일성지리산콘도미니엄,"전북특별자치도 남원시 산내면 천왕봉로 626-25, 일성지리산콘도미니엄",55804,일성지리산콘도미니엄,2019-08-26 13:05,I,2024-01-19 1:16,,256317.8606,213898.9155,관광숙박업,관광사업,준주거지역,14,유흥업소밀집지역,,,콘도미니엄,12,2,167,18119,ILSUNG JIRISAN CONDOMINIUM,Tourist Accommodation(Condominium),0,0,,0,0,,0,2300,,0,,,,,,,0,,,,2300,휴양콘도미니엄업
2295,관광숙박업,03_11_01_P,4701000,CDFI2260032012000001,2012-03-02,,1,영업/정상,13,영업중,,,,,063)630-7100,,,전북특별자치도 남원시 주천면 용담리 386-2,전북특별자치도 남원시 주천면 원천로 217 (교원),55802,(주)교원프라퍼티 스위트호텔남원,2024-04-17 14:39,U,2024-04-19 2:40,,237688.6195,212172.5458,관광숙박업,,관리지역,5,기타,,,숙박시설,4,1,59,11185,,,0,0,,0,0,,0,4611.52,,0,,,,,,,150000000,,,,4612,관광호텔업
2296,관광숙박업,03_11_01_P,4701000,CDFI2260032020000001,2020-06-08,,1,영업/정상,13,영업중,,,,,063-636-8000,,,전북특별자치도 남원시 운봉읍 용산리 268-14,전북특별자치도 남원시 운봉읍 바래봉길 193,55717,주식회사오헤브데이호텔,2023-07-04 9:23,I,2024-01-19 1:16,,249610.839,214974.7803,관광숙박업,,관리지역,4,기타,,,숙박시설,4,0,77,4650,,,0,0,,0,0,,0,11301,,0,,,,,,,990000000,,,,11301,관광호텔업
2297,관광숙박업,03_11_01_P,4691000,CDFI2260032018000001,2018-10-26,,1,영업/정상,13,영업중,,,,,063-538-0500,,,전북특별자치도 정읍시 시기동 361-2 호텔로얄,"전북특별자치도 정읍시 중앙로 170, 호텔로얄 (시기동)",56164,호텔로얄,2019-08-26 11:20,I,2024-01-19 1:16,,186915.8334,229424.7035,관광숙박업,,,0,,,,,0,0,21,0,,,0,0,,0,0,,0,0,,0,,,,,,,500000000,,,,0,소형호텔업
2298,관광숙박업,03_11_01_P,4691000,CDFI2260032022000001,2022-03-18,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 정읍시 신정동 1602,전북특별자치도 정읍시 서당길 14 (신정동),56211,(주)엘리스테이,2022-03-18 8:49,I,2024-01-19 1:16,,187218.4097,222913.9989,관광숙박업,,관리지역,8,기타,,,숙박시설,7,1,0,0,,,0,0,,0,0,,0,3905.25,,0,,,,,,,800000000,,,,3905,호스텔업
2299,관광숙박업,03_11_01_P,4721000,CDFI2260032018000001,2018-12-27,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 완주군 이서면 은교리 165-4,전북특별자치도 완주군 이서면 신지앵곡길 243,55368,콩쥐팥쥐 관광 한옥리조트,2021-12-14 10:26,I,2024-01-19 1:16,,202777.1894,255842.4244,관광숙박업,,자연녹지지역,2,기타,,,숙박시설,2,0,24,0,,,0,0,,0,0,,0,1501.35,,0,,,,,,,9500000300,,,,1501,호스텔업
2300,관광숙박업,03_11_01_P,4701000,CDFI2260032023000001,2023-05-09,,1,영업/정상,13,영업중,,,,,063-636-9005,,,전북특별자치도 남원시 신정동 919,전북특별자치도 남원시 교룡로 58-22 (신정동),55745,코리아에프앤씨 호스텔,2023-09-13 9:50,I,2024-01-19 1:16,,232833.1347,212243.2432,관광숙박업,,상업지역,2,기타,,,숙박시설,2,0,0,0,,,0,0,,0,0,,0,114,,0,,,,,,,250000000,,,,114,호스텔업
2301,관광숙박업,03_11_01_P,4681000,CDFI2260032011000001,2011-03-22,,1,영업/정상,13,영업중,,,,,853-7171,,570-984,전북특별자치도 익산시 인화동1가 183-1,전북특별자치도 익산시 인북로 10 (인화동1가),,탑클라우드호텔익산,2022-11-21 9:59,I,2024-01-19 1:16,,195393.3612,270003.135,관광숙박업,,,8,,,,,1,7,0,3691,,,0,0,,0,0,,0,1610.9,,0,,,,,,,0,,,,1611,관광호텔업
2302,관광숙박업,03_11_01_P,4681000,CDFI2260032017000002,2017-03-30,,1,영업/정상,13,영업중,,,,,063-843-2200,,,전북특별자치도 익산시 평화동 329-2,"전북특별자치도 익산시 목천로1길 9 (평화동, 그랜드호텔)",54674,익산그랜드팰리스호텔,2021-12-27 11:14,I,2024-01-19 1:16,,194948.7672,270005.8223,관광숙박업,,상업지역,10,유흥업소밀집지역,,,호텔,8,2,54,6854,,,0,0,,0,0,,0,6854.42,,0,,,,,,,100000000,,,,6854,관광호텔업
2303,관광숙박업,03_11_01_P,4681000,CDFI2260032018000001,2018-09-21,,1,영업/정상,13,영업중,,,,,063 8329350,,,전북특별자치도 익산시 영등동 191-1 외 14필지,"전북특별자치도 익산시 약촌로10길 18-3, 외 14필지 (영등동)",54630,웨스턴라이프호텔(WESTERNLIFE HOTEL),2021-12-27 14:45,I,2024-01-19 1:16,,197759.8395,272186.4935,관광숙박업,,공업지역,14,기타,,,숙박시설,12,2,155,17668,,,0,0,,0,0,,0,2867.71,,0,,,,,,,24500000800,,,,2868,관광호텔업
2304,관광숙박업,03_11_01_P,4671000,CDFI2260032010000001,2010-11-24,,1,영업/정상,13,영업중,,,,,063-464-2005,,,전북특별자치도 군산시 오식도동 917,"전북특별자치도 군산시 가도안1길 45 (오식도동, 베니키아 아리울 관광호텔)",54002,유한회사 베니키아아리울,2022-11-10 21:25,I,2024-01-19 1:16,,160372.535,271869.57,관광숙박업,,일반상업지역,11,기타,,,,10,1,45,325,,,0,0,,0,0,,0,2411.95,,0,,,,,,,0,,,,2412,관광호텔업
2305,관광숙박업,03_11_01_P,4671000,CDFI2260032011000001,2011-04-07,,1,영업/정상,13,영업중,,,,,063-464-0505,,573-882,전북특별자치도 군산시 소룡동 1555-5,전북특별자치도 군산시 소룡1길 55 (소룡동),,더그루브군산호텔,2022-09-19 20:06,I,2024-01-19 1:16,,170761.1021,274823.7661,관광숙박업,,일반상업지역,8,유흥업소밀집지역,,,호텔,7,1,48,0,Oscar tourist hotel,Tourist Hotel,0,0,,0,0,,0,2961.87,,0,,,,,,,500000000,,,,2962,관광호텔업
2306,관광숙박업,03_11_01_P,4671000,CDFI2260032013000001,2013-05-28,,1,영업/정상,13,영업중,,,,,02-701-5550,,573-540,전북특별자치도 군산시 오식도동 814-5,전북특별자치도 군산시 새만금북로 435 (오식도동),54004,(주)조원관광진흥(베스트웨스턴 군산호텔),2021-01-08 17:52,I,2024-01-19 1:16,,162385.5647,272089.3608,관광숙박업,,준공업지역,14,기타,,,숙박시설,13,1,181,15224,BGH Korea Inc(Bestwestern Gunsan Hotel),Tourist Hotel,0,0,,0,0,,0,15223.72,,0,,,,,,,0,,,,15224,관광호텔업
2307,관광숙박업,03_11_01_P,4671000,CDFI2260032016000001,2016-07-21,,1,영업/정상,13,영업중,,,,,063 443 8000,,,전북특별자치도 군산시 나운동 867-4,"전북특별자치도 군산시 대학로 400 (나운동, 라마다군산호텔)",54147,라마다군산호텔,2022-09-19 20:07,I,2024-01-19 1:16,,171968.7102,273227.4309,관광숙박업,,일반주거지역,16,아파트지역,,,호텔,16,2,137,0,RAMADA GUNSAN HOTEL,Tourist Hotel,0,0,,0,0,,0,10707.46,,0,,,,,,,1871440000,,,,10707,관광호텔업
2308,관광숙박업,03_11_01_P,4671000,CDFI2260032020000002,2020-11-13,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 군산시 나운동 1234-31,"전북특별자치도 군산시 은파순환길 20, 호텔 은파 팰리스 (나운동)",54146,호텔 은파 팰리스,2023-10-13 15:00,I,2024-01-19 1:16,,171950.416,272681.7376,관광숙박업,,자연녹지지역,6,기타,,,호텔,6,1,65,15711,HOTEL EUNPA PALACE,TOURIST ACCOMMODATION SERVICES(TOURIST HOTEL SERVICES),0,0,,0,0,,0,15711.39,,0,,,,,,,1000000000,,,,15711,관광호텔업
2309,관광숙박업,03_11_01_P,4671000,CDFI2260032022000001,2022-06-13,,1,영업/정상,13,영업중,,,,,063-467-1111,,,전북특별자치도 군산시 오식도동 899 리틀프린스 관광호텔,"전북특별자치도 군산시 가도안1길 17, 리틀프린스 관광호텔 (오식도동)",54002,리틀프린스 관광호텔,2023-01-11 13:16,I,2024-01-19 1:16,,160097.0082,271836.7234,관광숙박업,,일반상업지역,13,기타,,,호텔,12,1,105,0,,,0,0,,0,0,,0,4105.55,,0,,,,,,,0,,,,4106,관광호텔업
2310,관광숙박업,03_11_01_P,4671000,CDFI2260032022000002,2022-12-26,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 군산시 서흥남동 845-25,전북특별자치도 군산시 월명로 352 (서흥남동),54041,월명하다,2023-01-10 15:10,I,2024-01-19 1:16,,174295.3261,275049.895,관광숙박업,,일반상업지역,4,기타,,,숙박시설,3,1,3,572,,,0,0,,0,0,,0,571.78,,0,,,,,,,30000000,,,,572,호스텔업
2311,관광숙박업,03_11_01_P,4671000,CDFI2260032023000001,2023-05-04,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 군산시 삼학동 275-18 영화위생사,"전북특별자치도 군산시 삼학5길 19, 영화위생사 (삼학동)",54118,삼학 호스텔,2023-11-16 10:29,I,2024-01-19 1:16,,174124.7314,275277.4625,관광숙박업,,일반주거지역,1,학교정화(상대),,,숙박시설,1,0,2,114,,,0,0,,0,0,,0,114,,0,,,,,,,50000000,,,,114,호스텔업
2312,관광숙박업,03_11_01_P,4671000,CDFI2260032023000002,2023-11-29,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 군산시 영화동 13-6 삿갓다방,"전북특별자치도 군산시 구영4길 33, 삿갓다방 (영화동)",54021,카도스테이,2023-11-29 17:58,I,2024-01-19 1:16,,173789.3404,276626.8617,관광숙박업,,준주거지역,3,주택가주변,,,단독주택,3,1,0,0,,,0,0,,0,0,,0,112.4,,0,,,,,,,17800000,,,,112,호스텔업
2313,관광숙박업,03_11_01_P,4791000,CDFI2260032008000001,2008-07-22,,1,영업/정상,13,영업중,,,,,,,579-851,전북특별자치도 부안군 변산면 격포리 257,전북특별자치도 부안군 변산면 변산해변로 51,,소노벨 변산,2023-09-23 18:01,I,2024-01-19 1:16,,151931.7644,237016.9925,관광숙박업,관광사업,자연녹지지역,11,기타,,,숙박시설,8,3,0,0,Sono Belle BYEONSAN,TOURIST ACCOMODATIONS(FAMILY HOTEL),0,0,,0,0,,0,22906,,0,,,,,,,6110000100,,,,22906,가족호텔업
2314,관광숙박업,03_11_01_P,4741000,CDFI2260032017000001,2017-12-01,,1,영업/정상,13,영업중,,,,,063-322-6400,,,전북특별자치도 무주군 설천면 삼공리 393-14,전북특별자치도 무주군 설천면 구천동1로 30,55557,무주글램펜션힐스,2019-04-12 10:21,I,2024-01-19 1:16,,270136.0093,267513.9346,관광숙박업,,,4,,,,숙박시설,3,1,40,4002,,,0,0,,0,0,,0,4002.21,,0,,,,,,,0,,,,4002,가족호텔업
2315,관광숙박업,03_11_01_P,4741000,CDFI2260032018000001,2018-07-24,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 무주군 설천면 삼공리 522-9,전북특별자치도 무주군 설천면 구천동1로 129-15,55557,무주해바라기펜션호스텔,2018-07-24 17:47,I,2024-01-19 1:16,,269888.8864,266608.0083,관광숙박업,,관리지역,0,,,,숙박시설,2,1,0,0,,,0,0,,0,0,,0,904.46,,0,,,,,,,0,,,,904,호스텔업
2316,관광숙박업,03_11_01_P,4741000,CDFI2260032019000001,2019-10-14,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 무주군 설천면 삼공리 558-1,전북특별자치도 무주군 설천면 월곡길 45,55557,나봄리조트,2024-05-21 10:34,U,2024-05-23 2:40,,269727.0059,266632.2203,관광숙박업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0,가족호텔업
